iter	RMSE
132	0.01878226217
133	0.01878174012
134	0.01878103828
135	0.01878043043
136	0.01877995375
137	0.01877910778
138	0.01877859497
139	0.01877727032
140	0.01877675095
141	0.01877605706
142	0.01877529992
143	0.01877416085
144	0.01877321517
145	0.01877207771
146	0.01877106415
147	0.01877056359
148	0.01876988764
149	0.01876868089
150	0.01876799044
151	0.01876752084
152	0.01876654573
153	0.01876610224
154	0.01876543946
155	0.01876499509
156	0.01876414045
157	0.01876376284
158	0.01876279523
159	0.01876161413
160	0.01876091053
161	0.01876041124
162	0.01876004322
163	0.0187597331
164	0.01875933904
165	0.01875865726
166	0.01875811751
167	0.01875703869
168	0.01875648974
169	0.01875547573
170	0.01875496457
171	0.01875398925
172	0.01875328151
173	0.01875245857
174	0.01875153148
175	0.01875039722
176	0.0187498363
177	0.018749435
178	0.01874917907
179	0.01874868957
180	0.01874836641
181	0.01874799728
182	0.01874687243
183	0.01874637692
184	0.01874597264
185	0.0187450683
186	0.01874432998
187	0.0187437256
188	0.01874306828
189	0.01874251348
190	0.01874230445
191	0.01874204272
192	0.01874101714
193	0.01874064507
194	0.01873981723
195	0.01873930863
196	0.01873907932
197	0.01873857545
198	0.01873826762
199	0.01873809029
200	0.01873737804
201	0.01873671136
202	0.01873601179
203	0.01873527756
204	0.01873491901
205	0.01873471612
206	0.01873376391
207	0.01873307921
208	0.01873280405
209	0.01873203248
210	0.01873133068
211	0.01873083401
212	0.01873036191
213	0.0187297931
214	0.01872929662
215	0.01872901415
216	0.01872821436
217	0.01872750106
218	0.01872663688
219	0.01872646909
220	0.01872563447
221	0.01872522797
222	0.01872474955
223	0.018724017
224	0.01872334118
225	0.01872296993
226	0.01872254198
227	0.01872169343
228	0.01872091735
229	0.01872066002
230	0.01872004347
231	0.01871915135
232	0.01871867337
233	0.01871806523
234	0.01871748313
235	0.01871734326
236	0.01871685581
237	0.01871605056
238	0.01871565935
239	0.0187154335
240	0.01871525088
241	0.01871501935
242	0.01871414796
243	0.01871386468
244	0.01871371353
245	0.01871325108
246	0.01871314512
247	0.01871265467
248	0.01871241188
249	0.01871195346
250	0.0187114675
251	0.01871094141
252	0.01871034786
253	0.01870999565
254	0.0187091772
255	0.01870881267
256	0.01870835063
257	0.01870799516
258	0.01870781047
259	0.018707721
260	0.01870737231
261	0.01870669528
262	0.01870608416
263	0.01870569206
264	0.01870551246
265	0.01870494752
266	0.01870432184
267	0.01870368843
268	0.01870327663
269	0.0187031865
270	0.01870280585
271	0.01870247579
272	0.01870187526
273	0.01870174642
274	0.01870091233
275	0.01870047973
276	0.01869999963
277	0.01869921259
278	0.0186985122
279	0.01869817032
280	0.01869801184
281	0.01869784721
282	0.01869744942
283	0.01869708062
284	0.01869646106
285	0.01869618312
286	0.01869577196
287	0.01869543939
288	0.01869451609
289	0.01869377658
290	0.01869356332
291	0.01869278467
292	0.01869207043
293	0.01869151047
294	0.01869136222
295	0.01869062593
296	0.0186900499
297	0.0186899659
298	0.0186896281
299	0.01868932796
300	0.01868906917
301	0.01868880207
302	0.0186882648
303	0.01868797293
304	0.01868745048
305	0.01868734723
306	0.01868722686
307	0.01868656367
308	0.01868619037
309	0.01868585179
310	0.01868536675
311	0.01868483465
312	0.0186842558
313	0.01868383198
314	0.01868347956
315	0.01868296049
316	0.01868255235
317	0.01868215594
318	0.01868196178
319	0.01868169403
320	0.01868137463
321	0.01868128308
322	0.01868091333
323	0.01868017923
324	0.01867959847
325	0.01867890516
326	0.01867858816
327	0.01867812347
328	0.01867773483
329	0.0186774251
330	0.01867697752
331	0.01867666637
332	0.0186765526
333	0.01867610334
334	0.01867593657
335	0.01867519889
336	0.01867479576
337	0.01867426418
338	0.01867390272
339	0.01867366276
340	0.01867346833
341	0.01867340987
342	0.0186731442
343	0.01867236257
344	0.01867185589
345	0.01867142328
346	0.01867109232
347	0.01867078563
348	0.01867009257
349	0.01866993152
350	0.01866986033
351	0.01866960379
352	0.01866924321
353	0.01866879088
354	0.01866838887
355	0.01866801214
356	0.01866759123
357	0.01866744609
358	0.01866717518
359	0.0186666303
360	0.01866601399
361	0.01866539673
362	0.0186650966
363	0.01866479326
364	0.01866466601
365	0.01866442824
366	0.01866410404
367	0.01866381283
368	0.01866350934
369	0.01866324932
370	0.01866311916
371	0.01866284212
372	0.01866244834
373	0.01866232782
374	0.01866224042
375	0.0186617156
376	0.01866142579
377	0.01866065391
378	0.0186604092
379	0.01865979042
380	0.01865925581
381	0.01865862791
382	0.01865832173
383	0.01865800056
384	0.0186576485
385	0.01865727584
386	0.01865704978
387	0.01865670835
388	0.01865607523
389	0.01865528725
390	0.01865516902
391	0.01865508715
392	0.01865486282
393	0.01865464237
394	0.0186543641
395	0.01865370817
396	0.01865335946
397	0.01865299486
398	0.01865234068
399	0.01865221206
400	0.01865171167
401	0.0186510657
402	0.01865070469
403	0.01865040999
404	0.01865015115
405	0.01864987069
406	0.01864977879
407	0.01864966962
408	0.01864900597
409	0.01864871774
410	0.01864866049
411	0.01864844252
412	0.01864836975
413	0.01864826158
414	0.01864775733
415	0.01864741946
416	0.01864709759
417	0.01864666638
418	0.01864630822
419	0.01864597646
420	0.01864525954
421	0.01864484028
422	0.01864442453
423	0.01864418771
424	0.01864369821
425	0.01864344635
426	0.01864308172
427	0.01864279977
428	0.01864224164
429	0.01864163265
430	0.01864150296
431	0.01864104798
432	0.01864058797
433	0.01864006135
434	0.0186399493
435	0.01863986411
436	0.01863956233
437	0.0186392131
438	0.01863853523
439	0.01863846032
440	0.01863807276
441	0.01863764729
442	0.01863717324
443	0.01863709057
444	0.01863679855
445	0.01863658585
446	0.01863629888
447	0.01863573191
448	0.01863538211
449	0.0186351514
450	0.0186347076
451	0.01863405826
452	0.01863353754
453	0.01863329525
454	0.01863287862
455	0.01863267053
456	0.01863239746
457	0.01863207342
458	0.01863180147
459	0.01863139681
460	0.01863098761
461	0.01863081216
462	0.01863054454
463	0.01862967786
464	0.01862940972
465	0.0186289666
466	0.0186286634
467	0.01862841038
468	0.01862812166
469	0.01862805679
470	0.01862787815
471	0.01862774871
472	0.01862729287
473	0.01862661266
474	0.01862580708
475	0.01862547684
476	0.01862523805
477	0.01862493745
478	0.01862476102
479	0.01862445606
480	0.01862410939
481	0.01862364152
482	0.01862337891
483	0.0186232953
484	0.01862277009
485	0.01862205453
486	0.01862153529
487	0.01862143372
488	0.01862126083
489	0.01862095422
490	0.01862073279
491	0.0186204211
492	0.01862005965
493	0.01861975054
494	0.01861935647
495	0.0186192519
496	0.01861914296
497	0.01861864821
498	0.01861836685
499	0.0186181276
500	0.0186176272
501	0.01861724502
502	0.01861700686
503	0.01861678523
504	0.01861629028
505	0.01861579709
506	0.01861557799
507	0.01861526479
508	0.01861498296
509	0.01861469395
510	0.01861438489
511	0.01861395037
512	0.01861367902
513	0.01861327479
514	0.01861294057
515	0.01861249212
516	0.01861223616
517	0.01861177017
518	0.01861160813
519	0.01861129199
520	0.01861122395
521	0.01861109809
522	0.01861080183
523	0.0186106323
524	0.01861037725
525	0.01861019159
526	0.01861005102
527	0.01860979493
528	0.01860971553
529	0.01860940955
530	0.01860919191
531	0.01860910116
532	0.01860900587
533	0.01860891083
534	0.01860883717
535	0.01860833925
536	0.01860797416
537	0.01860733267
538	0.0186071383
539	0.01860663746
540	0.01860639219
541	0.01860571702
542	0.01860512441
543	0.01860484995
544	0.01860425152
545	0.01860416921
546	0.01860382834
547	0.01860356008
548	0.01860351101
549	0.01860336831
550	0.01860318589
551	0.01860243943
552	0.01860217825
553	0.01860177436
554	0.01860122827
555	0.0186008582
556	0.01860063848
557	0.01860013375
558	0.01860006966
559	0.01859990178
560	0.01859961942
561	0.01859948146
562	0.0185987954
563	0.01859807892
564	0.01859748459
565	0.0185973643
566	0.01859696292
567	0.01859642856
568	0.01859633475
569	0.01859582443
570	0.01859566945
571	0.01859540262
572	0.01859501189
573	0.01859481672
574	0.0185945747
575	0.01859438856
576	0.01859414424
577	0.01859406733
578	0.01859382672
579	0.0185932972
580	0.01859283194
581	0.01859259494
582	0.01859223611
583	0.01859186961
584	0.01859178481
585	0.01859170806
586	0.01859159491
587	0.01859089119
588	0.01859084883
589	0.01859065352
590	0.01859031147
591	0.01859005542
592	0.01858979401
593	0.0185897042
594	0.01858944383
595	0.01858938174
596	0.01858931726
597	0.01858923998
598	0.01858896489
599	0.01858868672
600	0.01858847305
601	0.01858795499
602	0.01858745702
603	0.01858701431
604	0.01858638213
605	0.01858612425
606	0.01858577845
607	0.01858531568
608	0.01858485326
609	0.01858451392
610	0.01858420833
611	0.01858401701
612	0.01858353212
613	0.01858313547
614	0.01858289708
615	0.01858255971
616	0.01858223554
617	0.01858202123
618	0.01858179524
619	0.0185816608
620	0.01858133171
621	0.01858111237
622	0.01858038309
623	0.01858029133
624	0.01858010249
625	0.01857969683
626	0.01857907526
627	0.01857875261
628	0.01857850529
629	0.01857824574
630	0.01857820617
631	0.01857791828
632	0.01857757468
633	0.01857736975
634	0.0185770659
635	0.01857679156
636	0.01857661497
637	0.01857640971
638	0.01857594969
639	0.01857576501
640	0.01857552667
641	0.01857524188
642	0.01857444561
643	0.0185741584
644	0.01857377743
645	0.01857356597
646	0.0185734955
647	0.01857319845
648	0.01857269748
649	0.01857253252
650	0.0185723731
651	0.01857225415
652	0.01857216809
653	0.01857191241
654	0.01857165896
655	0.01857135409
656	0.01857110254
657	0.01857101022
658	0.01857081324
659	0.01857057877
660	0.01857031542
661	0.01857010779
662	0.0185697514
663	0.01856969382
664	0.01856947676
665	0.01856923235
666	0.0185690701
667	0.01856877099
668	0.01856863624
669	0.01856838765
670	0.01856799652
671	0.01856743662
672	0.01856709993
673	0.01856664581
674	0.01856622996
675	0.01856575505
676	0.01856509606
677	0.0185646326
678	0.01856408403
679	0.01856344497
680	0.01856316329
681	0.01856300919
682	0.0185627941
683	0.01856250751
684	0.01856244539
685	0.01856236534
686	0.01856231034
687	0.01856226169
688	0.01856181448
689	0.01856110682
690	0.01856075136
691	0.01856049993
692	0.01855995192
693	0.01855948432
694	0.01855905126
695	0.01855874683
696	0.01855849809
697	0.01855820916
698	0.01855795136
699	0.01855789989
700	0.01855759569
701	0.01855721017
702	0.0185571619
703	0.0185565589
704	0.01855622606
705	0.01855602062
706	0.01855588805
707	0.01855570424
708	0.01855518201
709	0.01855475326
710	0.01855427956
711	0.01855406809
712	0.01855326155
713	0.01855271234
714	0.01855258069
715	0.01855245509
716	0.0185520961
717	0.01855134285
718	0.01855126896
719	0.01855121415
720	0.01855050507
721	0.01855044205
722	0.01854980544
723	0.01854941378
724	0.0185493595
725	0.01854922523
726	0.01854885121
727	0.01854858732
728	0.01854834068
729	0.01854814102
730	0.0185477396
731	0.01854749179
732	0.01854739566
733	0.01854711115
734	0.01854707759
735	0.01854691423
736	0.01854642201
737	0.01854626688
738	0.01854622886
739	0.01854610296
740	0.01854588748
741	0.01854566844
742	0.01854559645
743	0.01854537034
744	0.01854530849
745	0.0185451478
746	0.01854509255
747	0.0185450024
748	0.018544756
749	0.0185442747
750	0.01854396139
751	0.01854376656
752	0.01854350232
753	0.01854321607
754	0.01854291004
755	0.01854262982
756	0.01854242463
757	0.01854210678
758	0.01854190007
759	0.01854162285
760	0.01854143598
761	0.0185411717
762	0.01854076188
763	0.01854059135
764	0.01854014429
765	0.01853992033
766	0.01853956755
767	0.01853937321
768	0.01853934503
769	0.01853911275
770	0.01853879095
771	0.01853836987
772	0.01853781936
773	0.01853740794
774	0.01853675547
775	0.01853616832
776	0.0185359333
777	0.01853567302
778	0.0185353517
779	0.01853488222
780	0.01853440946
781	0.01853391714
782	0.01853384011
783	0.01853323588
784	0.01853316481
785	0.01853296357
786	0.01853253975
787	0.0185323607
788	0.0185318975
789	0.01853183243
790	0.01853178732
791	0.01853126661
792	0.01853104691
793	0.01853080014
794	0.01853023579
795	0.0185294818
796	0.01852929154
797	0.01852898841
798	0.01852882883
799	0.01852864472
800	0.01852847827
801	0.01852830127
802	0.01852785197
803	0.01852743655
804	0.0185271477
805	0.01852688282
806	0.01852683369
807	0.01852672552
808	0.01852644726
809	0.01852639132
810	0.0185263601
811	0.01852631009
812	0.0185259968
813	0.01852586078
814	0.01852564269
815	0.01852490828
816	0.01852474689
817	0.01852450811
818	0.01852446686
819	0.01852443449
820	0.0185242055
821	0.01852399111
822	0.01852378699
823	0.0185236229
824	0.01852324582
825	0.01852296844
826	0.01852254986
827	0.01852231926
828	0.0185222608
829	0.01852197108
830	0.01852171907
831	0.01852148764
832	0.0185213288
833	0.01852103449
834	0.01852083938
835	0.0185205369
836	0.01852032472
837	0.0185197735
838	0.01851922807
839	0.01851900401
840	0.01851873836
841	0.01851858056
842	0.01851837456
843	0.01851818026
844	0.018517915
845	0.01851766866
846	0.01851753006
847	0.01851739603
848	0.01851693167
849	0.01851683682
850	0.01851670299
851	0.01851626754
852	0.01851582322
853	0.01851545708
854	0.01851514078
855	0.01851495712
856	0.01851463739
857	0.01851443765
858	0.01851388623
859	0.01851383985
860	0.01851369485
861	0.01851355183
862	0.01851321142
863	0.01851292253
864	0.01851229349
865	0.01851205481
866	0.01851193955
867	0.01851169264
868	0.01851134436
869	0.01851101377
870	0.01851058252
871	0.01851042085
872	0.01850992933
873	0.01850968372
874	0.01850944709
875	0.01850938958
876	0.01850881176
877	0.0185085582
878	0.01850839539
879	0.01850813439
880	0.01850772642
881	0.01850718708
882	0.01850683549
883	0.01850663381
884	0.01850602986
885	0.01850554618
886	0.01850542204
887	0.01850531705
888	0.01850493267
889	0.01850463306
890	0.01850437033
891	0.01850404784
892	0.01850385935
893	0.01850366435
894	0.0185034325
895	0.01850320764
896	0.01850310387
897	0.01850294995
898	0.0185027904
899	0.01850222108
900	0.01850200508
901	0.01850180714
902	0.01850175852
903	0.01850166025
904	0.01850142204
905	0.01850123876
906	0.01850098579
907	0.0185008279
908	0.01850056543
909	0.01850040672
910	0.01849997422
911	0.0184998143
912	0.01849964843
913	0.01849898814
914	0.01849878509
915	0.0184984484
916	0.0184979802
917	0.01849784593
918	0.01849744104
919	0.01849716099
920	0.01849687251
921	0.01849659546
922	0.01849654696
923	0.01849580624
924	0.01849568634
925	0.01849541101
926	0.01849495124
927	0.01849481382
928	0.01849407218
929	0.01849389058
930	0.01849368542
931	0.01849363262
932	0.01849339694
933	0.01849311959
934	0.01849298525
935	0.01849277511
936	0.01849232286
937	0.01849195189
938	0.01849171628
939	0.01849157666
940	0.01849090326
941	0.01849041426
942	0.01848995738
943	0.0184897631
944	0.01848946248
945	0.01848939388
946	0.01848912425
947	0.01848881547
948	0.01848868242
949	0.01848865448
950	0.01848847191
951	0.01848842681
952	0.01848817887
953	0.0184878918
954	0.01848768306
955	0.01848750485
956	0.01848740102
957	0.01848731261
958	0.01848726809
959	0.01848707476
960	0.01848703306
961	0.01848677098
962	0.0184864584
963	0.0184863367
964	0.01848626446
965	0.01848561062
966	0.01848545789
967	0.01848505815
968	0.01848485645
969	0.01848459393
970	0.01848418077
971	0.01848407809
972	0.01848401964
973	0.01848375671
974	0.01848351938
975	0.01848322214
976	0.01848303474
977	0.01848279108
978	0.01848266891
979	0.01848254871
980	0.01848234654
981	0.01848216236
982	0.01848193975
983	0.018481466
984	0.01848135886
985	0.01848125319
986	0.01848109501
987	0.01848052559
988	0.01848028625
989	0.01847967424
990	0.01847929932
991	0.01847912602
992	0.01847893336
993	0.01847871326
994	0.01847843684
995	0.01847776692
996	0.01847734743
997	0.01847675667
998	0.01847651929
999	0.01847617773
